"","mirnaID","accession","species","maturemirna"
"19748","hsa-miR-4701-5p","MIMAT0019798","Homo sapiens","miR-4701-5p"
"19749","hsa-miR-4701-3p","MIMAT0019799","Homo sapiens","miR-4701-3p"
"19750","hsa-miR-4703-5p","MIMAT0019801","Homo sapiens","miR-4703-5p"
"19751","hsa-miR-4703-3p","MIMAT0019802","Homo sapiens","miR-4703-3p"
"19752","hsa-miR-4704-5p","MIMAT0019803","Homo sapiens","miR-4704-5p"
"19753","hsa-miR-4704-3p","MIMAT0019804","Homo sapiens","miR-4704-3p"
"19754","hsa-miR-4705","MIMAT0019805","Homo sapiens","miR-4705"
"19755","hsa-miR-4706","MIMAT0019806","Homo sapiens","miR-4706"
"19756","hsa-miR-4707-5p","MIMAT0019807","Homo sapiens","miR-4707-5p"
"19757","hsa-miR-4707-3p","MIMAT0019808","Homo sapiens","miR-4707-3p"
"19758","hsa-miR-4708-5p","MIMAT0019809","Homo sapiens","miR-4708-5p"
"19759","hsa-miR-4708-3p","MIMAT0019810","Homo sapiens","miR-4708-3p"
"19760","hsa-miR-4709-5p","MIMAT0019811","Homo sapiens","miR-4709-5p"
"19761","hsa-miR-4709-3p","MIMAT0019812","Homo sapiens","miR-4709-3p"
"19762","hsa-miR-203b-5p","MIMAT0019813","Homo sapiens","miR-203b-5p"
"19763","hsa-miR-203b-3p","MIMAT0019814","Homo sapiens","miR-203b-3p"
"19764","hsa-miR-4710","MIMAT0019815","Homo sapiens","miR-4710"
"19765","hsa-miR-4711-5p","MIMAT0019816","Homo sapiens","miR-4711-5p"
"19766","hsa-miR-4711-3p","MIMAT0019817","Homo sapiens","miR-4711-3p"
"19767","hsa-miR-4712-5p","MIMAT0019818","Homo sapiens","miR-4712-5p"
"19768","hsa-miR-4712-3p","MIMAT0019819","Homo sapiens","miR-4712-3p"
"19769","hsa-miR-4713-5p","MIMAT0019820","Homo sapiens","miR-4713-5p"
"19770","hsa-miR-4713-3p","MIMAT0019821","Homo sapiens","miR-4713-3p"
"19771","hsa-miR-4714-5p","MIMAT0019822","Homo sapiens","miR-4714-5p"
"19772","hsa-miR-4714-3p","MIMAT0019823","Homo sapiens","miR-4714-3p"
"19773","hsa-miR-4715-5p","MIMAT0019824","Homo sapiens","miR-4715-5p"
"19774","hsa-miR-4715-3p","MIMAT0019825","Homo sapiens","miR-4715-3p"
"19775","hsa-miR-4716-5p","MIMAT0019826","Homo sapiens","miR-4716-5p"
"19776","hsa-miR-4716-3p","MIMAT0019827","Homo sapiens","miR-4716-3p"
"19777","hsa-miR-3529-5p","MIMAT0019828","Homo sapiens","miR-3529-5p"
"19778","hsa-miR-3529-3p","MIMAT0022741","Homo sapiens","miR-3529-3p"
"19779","hsa-miR-4717-5p","MIMAT0019829","Homo sapiens","miR-4717-5p"
"19780","hsa-miR-4717-3p","MIMAT0019830","Homo sapiens","miR-4717-3p"
"19781","hsa-miR-4718","MIMAT0019831","Homo sapiens","miR-4718"
"19782","hsa-miR-4719","MIMAT0019832","Homo sapiens","miR-4719"
"19783","hsa-miR-4720-5p","MIMAT0019833","Homo sapiens","miR-4720-5p"
"19784","hsa-miR-4720-3p","MIMAT0019834","Homo sapiens","miR-4720-3p"
"19785","hsa-miR-4721","MIMAT0019835","Homo sapiens","miR-4721"
"19786","hsa-miR-4722-5p","MIMAT0019836","Homo sapiens","miR-4722-5p"
"19787","hsa-miR-4722-3p","MIMAT0019837","Homo sapiens","miR-4722-3p"
"19788","hsa-miR-4520-2-3p","MIMAT0020300","Homo sapiens","miR-4520-2-3p"
"19789","hsa-miR-4723-5p","MIMAT0019838","Homo sapiens","miR-4723-5p"
"19790","hsa-miR-4723-3p","MIMAT0019839","Homo sapiens","miR-4723-3p"
"19791","hsa-miR-451b","MIMAT0019840","Homo sapiens","miR-451b"
"19792","hsa-miR-4724-5p","MIMAT0019841","Homo sapiens","miR-4724-5p"
"19793","hsa-miR-4724-3p","MIMAT0019842","Homo sapiens","miR-4724-3p"
"19794","hsa-miR-4725-5p","MIMAT0019843","Homo sapiens","miR-4725-5p"
"19795","hsa-miR-4725-3p","MIMAT0019844","Homo sapiens","miR-4725-3p"
"19796","hsa-miR-4726-5p","MIMAT0019845","Homo sapiens","miR-4726-5p"
"19797","hsa-miR-4726-3p","MIMAT0019846","Homo sapiens","miR-4726-3p"
"19798","hsa-miR-4727-5p","MIMAT0019847","Homo sapiens","miR-4727-5p"
"19799","hsa-miR-4727-3p","MIMAT0019848","Homo sapiens","miR-4727-3p"
"19800","hsa-miR-4728-5p","MIMAT0019849","Homo sapiens","miR-4728-5p"
"19801","hsa-miR-4728-3p","MIMAT0019850","Homo sapiens","miR-4728-3p"
"19802","hsa-miR-4729","MIMAT0019851","Homo sapiens","miR-4729"
"19803","hsa-miR-4730","MIMAT0019852","Homo sapiens","miR-4730"
"19804","hsa-miR-4731-5p","MIMAT0019853","Homo sapiens","miR-4731-5p"
"19805","hsa-miR-4731-3p","MIMAT0019854","Homo sapiens","miR-4731-3p"
"19806","hsa-miR-4732-5p","MIMAT0019855","Homo sapiens","miR-4732-5p"
"19807","hsa-miR-4732-3p","MIMAT0019856","Homo sapiens","miR-4732-3p"
"19808","hsa-miR-4733-5p","MIMAT0019857","Homo sapiens","miR-4733-5p"
"19809","hsa-miR-4733-3p","MIMAT0019858","Homo sapiens","miR-4733-3p"
"19810","hsa-miR-4734","MIMAT0019859","Homo sapiens","miR-4734"
"19811","hsa-miR-4735-5p","MIMAT0019860","Homo sapiens","miR-4735-5p"
"19812","hsa-miR-4735-3p","MIMAT0019861","Homo sapiens","miR-4735-3p"
"19813","hsa-miR-4736","MIMAT0019862","Homo sapiens","miR-4736"
"19814","hsa-miR-4737","MIMAT0019863","Homo sapiens","miR-4737"
"19815","hsa-miR-3064-5p","MIMAT0019864","Homo sapiens","miR-3064-5p"
"19816","hsa-miR-3064-3p","MIMAT0019865","Homo sapiens","miR-3064-3p"
"19817","hsa-miR-4738-5p","MIMAT0019866","Homo sapiens","miR-4738-5p"
"19818","hsa-miR-4738-3p","MIMAT0019867","Homo sapiens","miR-4738-3p"
"19819","hsa-miR-4739","MIMAT0019868","Homo sapiens","miR-4739"
"19820","hsa-miR-4740-5p","MIMAT0019869","Homo sapiens","miR-4740-5p"
"19821","hsa-miR-4740-3p","MIMAT0019870","Homo sapiens","miR-4740-3p"
"19822","hsa-miR-4741","MIMAT0019871","Homo sapiens","miR-4741"
"19823","hsa-miR-4742-5p","MIMAT0019872","Homo sapiens","miR-4742-5p"
"19824","hsa-miR-4742-3p","MIMAT0019873","Homo sapiens","miR-4742-3p"
"19825","hsa-miR-4743-5p","MIMAT0019874","Homo sapiens","miR-4743-5p"
"19826","hsa-miR-4743-3p","MIMAT0022978","Homo sapiens","miR-4743-3p"
"19827","hsa-miR-4744","MIMAT0019875","Homo sapiens","miR-4744"
"19828","hsa-miR-3591-5p","MIMAT0019876","Homo sapiens","miR-3591-5p"
"19829","hsa-miR-3591-3p","MIMAT0019877","Homo sapiens","miR-3591-3p"
"19830","hsa-miR-4745-5p","MIMAT0019878","Homo sapiens","miR-4745-5p"
"19831","hsa-miR-4745-3p","MIMAT0019879","Homo sapiens","miR-4745-3p"
"19832","hsa-miR-4746-5p","MIMAT0019880","Homo sapiens","miR-4746-5p"
"19833","hsa-miR-4746-3p","MIMAT0019881","Homo sapiens","miR-4746-3p"
"19834","hsa-miR-4747-5p","MIMAT0019882","Homo sapiens","miR-4747-5p"
"19835","hsa-miR-4747-3p","MIMAT0019883","Homo sapiens","miR-4747-3p"
"19836","hsa-miR-4748","MIMAT0019884","Homo sapiens","miR-4748"
"19837","hsa-miR-4749-5p","MIMAT0019885","Homo sapiens","miR-4749-5p"
"19838","hsa-miR-4749-3p","MIMAT0019886","Homo sapiens","miR-4749-3p"
"19839","hsa-miR-4750-5p","MIMAT0019887","Homo sapiens","miR-4750-5p"
"19840","hsa-miR-4750-3p","MIMAT0022979","Homo sapiens","miR-4750-3p"
"19841","hsa-miR-4751","MIMAT0019888","Homo sapiens","miR-4751"
"19842","hsa-miR-4752","MIMAT0019889","Homo sapiens","miR-4752"
"19843","hsa-miR-4753-5p","MIMAT0019890","Homo sapiens","miR-4753-5p"
"19844","hsa-miR-4753-3p","MIMAT0019891","Homo sapiens","miR-4753-3p"
"19845","hsa-miR-371b-5p","MIMAT0019892","Homo sapiens","miR-371b-5p"
"19846","hsa-miR-371b-3p","MIMAT0019893","Homo sapiens","miR-371b-3p"
"19847","hsa-miR-4754","MIMAT0019894","Homo sapiens","miR-4754"
"19848","hsa-miR-4755-5p","MIMAT0019895","Homo sapiens","miR-4755-5p"
"19849","hsa-miR-4755-3p","MIMAT0019896","Homo sapiens","miR-4755-3p"
"19850","hsa-miR-499b-5p","MIMAT0019897","Homo sapiens","miR-499b-5p"
"19851","hsa-miR-499b-3p","MIMAT0019898","Homo sapiens","miR-499b-3p"
"19852","hsa-miR-4756-5p","MIMAT0019899","Homo sapiens","miR-4756-5p"
"19853","hsa-miR-4756-3p","MIMAT0019900","Homo sapiens","miR-4756-3p"
"19854","hsa-miR-4757-5p","MIMAT0019901","Homo sapiens","miR-4757-5p"
"19855","hsa-miR-4757-3p","MIMAT0019902","Homo sapiens","miR-4757-3p"
"19856","hsa-miR-4758-5p","MIMAT0019903","Homo sapiens","miR-4758-5p"
"19857","hsa-miR-4758-3p","MIMAT0019904","Homo sapiens","miR-4758-3p"
"19858","hsa-miR-4759","MIMAT0019905","Homo sapiens","miR-4759"
"19859","hsa-miR-4760-5p","MIMAT0019906","Homo sapiens","miR-4760-5p"
"19860","hsa-miR-4760-3p","MIMAT0019907","Homo sapiens","miR-4760-3p"
"19861","hsa-miR-4761-5p","MIMAT0019908","Homo sapiens","miR-4761-5p"
"19862","hsa-miR-4761-3p","MIMAT0019909","Homo sapiens","miR-4761-3p"
"19863","hsa-miR-4762-5p","MIMAT0019910","Homo sapiens","miR-4762-5p"
"19864","hsa-miR-4762-3p","MIMAT0019911","Homo sapiens","miR-4762-3p"
"19865","hsa-miR-4763-5p","MIMAT0019912","Homo sapiens","miR-4763-5p"
"19866","hsa-miR-4763-3p","MIMAT0019913","Homo sapiens","miR-4763-3p"
"19867","hsa-miR-4764-5p","MIMAT0019914","Homo sapiens","miR-4764-5p"
"19868","hsa-miR-4764-3p","MIMAT0019915","Homo sapiens","miR-4764-3p"
"19869","hsa-miR-4765","MIMAT0019916","Homo sapiens","miR-4765"
"19870","hsa-miR-4766-5p","MIMAT0019917","Homo sapiens","miR-4766-5p"
"19871","hsa-miR-4766-3p","MIMAT0019918","Homo sapiens","miR-4766-3p"
"19872","hsa-miR-4767","MIMAT0019919","Homo sapiens","miR-4767"
"19873","hsa-miR-4768-5p","MIMAT0019920","Homo sapiens","miR-4768-5p"
"19874","hsa-miR-4768-3p","MIMAT0019921","Homo sapiens","miR-4768-3p"
"19875","hsa-miR-4769-5p","MIMAT0019922","Homo sapiens","miR-4769-5p"
"19876","hsa-miR-4769-3p","MIMAT0019923","Homo sapiens","miR-4769-3p"
"19877","hsa-miR-4770","MIMAT0019924","Homo sapiens","miR-4770"
"19878","hsa-miR-4771","MIMAT0019925","Homo sapiens","miR-4771"
"19879","hsa-miR-4772-5p","MIMAT0019926","Homo sapiens","miR-4772-5p"
"19880","hsa-miR-4772-3p","MIMAT0019927","Homo sapiens","miR-4772-3p"
"19881","hsa-miR-4773","MIMAT0019928","Homo sapiens","miR-4773"
"19882","hsa-miR-4774-5p","MIMAT0019929","Homo sapiens","miR-4774-5p"
"19883","hsa-miR-4774-3p","MIMAT0019930","Homo sapiens","miR-4774-3p"
"19884","hsa-miR-4775","MIMAT0019931","Homo sapiens","miR-4775"
"19885","hsa-miR-4776-5p","MIMAT0019932","Homo sapiens","miR-4776-5p"
"19886","hsa-miR-4776-3p","MIMAT0019933","Homo sapiens","miR-4776-3p"
"19887","hsa-miR-4777-5p","MIMAT0019934","Homo sapiens","miR-4777-5p"
"19888","hsa-miR-4777-3p","MIMAT0019935","Homo sapiens","miR-4777-3p"
"19889","hsa-miR-4778-5p","MIMAT0019936","Homo sapiens","miR-4778-5p"
"19890","hsa-miR-4778-3p","MIMAT0019937","Homo sapiens","miR-4778-3p"
"19891","hsa-miR-4779","MIMAT0019938","Homo sapiens","miR-4779"
"19892","hsa-miR-4780","MIMAT0019939","Homo sapiens","miR-4780"
"19893","hsa-miR-4436b-5p","MIMAT0019940","Homo sapiens","miR-4436b-5p"
"19894","hsa-miR-4436b-3p","MIMAT0019941","Homo sapiens","miR-4436b-3p"
"19895","hsa-miR-4781-5p","MIMAT0019942","Homo sapiens","miR-4781-5p"
"19896","hsa-miR-4781-3p","MIMAT0019943","Homo sapiens","miR-4781-3p"
"19897","hsa-miR-4782-5p","MIMAT0019944","Homo sapiens","miR-4782-5p"
"19898","hsa-miR-4782-3p","MIMAT0019945","Homo sapiens","miR-4782-3p"
"19899","hsa-miR-4783-5p","MIMAT0019946","Homo sapiens","miR-4783-5p"
"19900","hsa-miR-4783-3p","MIMAT0019947","Homo sapiens","miR-4783-3p"
"19901","hsa-miR-4784","MIMAT0019948","Homo sapiens","miR-4784"
"19902","hsa-miR-4785","MIMAT0019949","Homo sapiens","miR-4785"
"19903","hsa-miR-1245b-5p","MIMAT0019950","Homo sapiens","miR-1245b-5p"
"19904","hsa-miR-1245b-3p","MIMAT0019951","Homo sapiens","miR-1245b-3p"
"19905","hsa-miR-2467-5p","MIMAT0019952","Homo sapiens","miR-2467-5p"
"19906","hsa-miR-2467-3p","MIMAT0019953","Homo sapiens","miR-2467-3p"
"19907","hsa-miR-4786-5p","MIMAT0019954","Homo sapiens","miR-4786-5p"
"19908","hsa-miR-4786-3p","MIMAT0019955","Homo sapiens","miR-4786-3p"
"19909","hsa-miR-4787-5p","MIMAT0019956","Homo sapiens","miR-4787-5p"
"19910","hsa-miR-4787-3p","MIMAT0019957","Homo sapiens","miR-4787-3p"
"19911","hsa-miR-4788","MIMAT0019958","Homo sapiens","miR-4788"
"19912","hsa-miR-4789-5p","MIMAT0019959","Homo sapiens","miR-4789-5p"
"19913","hsa-miR-4789-3p","MIMAT0019960","Homo sapiens","miR-4789-3p"
"19914","hsa-miR-4790-5p","MIMAT0019961","Homo sapiens","miR-4790-5p"
"19915","hsa-miR-4790-3p","MIMAT0019962","Homo sapiens","miR-4790-3p"
"19916","hsa-miR-4791","MIMAT0019963","Homo sapiens","miR-4791"
"19917","hsa-miR-4792","MIMAT0019964","Homo sapiens","miR-4792"
"19918","hsa-miR-4793-5p","MIMAT0019965","Homo sapiens","miR-4793-5p"
"19919","hsa-miR-4793-3p","MIMAT0019966","Homo sapiens","miR-4793-3p"
"19920","hsa-miR-4794","MIMAT0019967","Homo sapiens","miR-4794"
"19921","hsa-miR-4795-5p","MIMAT0019968","Homo sapiens","miR-4795-5p"
"19922","hsa-miR-4795-3p","MIMAT0019969","Homo sapiens","miR-4795-3p"
"19923","hsa-miR-4796-5p","MIMAT0019970","Homo sapiens","miR-4796-5p"
"19924","hsa-miR-4796-3p","MIMAT0019971","Homo sapiens","miR-4796-3p"
"19925","hsa-miR-4797-5p","MIMAT0019972","Homo sapiens","miR-4797-5p"
"19926","hsa-miR-4797-3p","MIMAT0019973","Homo sapiens","miR-4797-3p"
"19927","hsa-miR-4798-5p","MIMAT0019974","Homo sapiens","miR-4798-5p"
"19928","hsa-miR-4798-3p","MIMAT0019975","Homo sapiens","miR-4798-3p"
"19929","hsa-miR-4799-5p","MIMAT0019976","Homo sapiens","miR-4799-5p"
"19930","hsa-miR-4799-3p","MIMAT0019977","Homo sapiens","miR-4799-3p"
"19931","hsa-miR-4800-5p","MIMAT0019978","Homo sapiens","miR-4800-5p"
"19932","hsa-miR-4800-3p","MIMAT0019979","Homo sapiens","miR-4800-3p"
"19933","hsa-miR-4801","MIMAT0019980","Homo sapiens","miR-4801"
"19934","hsa-miR-4802-5p","MIMAT0019981","Homo sapiens","miR-4802-5p"
"19935","hsa-miR-4802-3p","MIMAT0019982","Homo sapiens","miR-4802-3p"
"19936","hsa-miR-4803","MIMAT0019983","Homo sapiens","miR-4803"
"19937","hsa-miR-4804-5p","MIMAT0019984","Homo sapiens","miR-4804-5p"
"19938","hsa-miR-4804-3p","MIMAT0019985","Homo sapiens","miR-4804-3p"
"20426","hsa-miR-4999-5p","MIMAT0021017","Homo sapiens","miR-4999-5p"
"20427","hsa-miR-4999-3p","MIMAT0021018","Homo sapiens","miR-4999-3p"
"20428","hsa-miR-5000-5p","MIMAT0021019","Homo sapiens","miR-5000-5p"
"20429","hsa-miR-5000-3p","MIMAT0021020","Homo sapiens","miR-5000-3p"
"20430","hsa-miR-5001-5p","MIMAT0021021","Homo sapiens","miR-5001-5p"
"20431","hsa-miR-5001-3p","MIMAT0021022","Homo sapiens","miR-5001-3p"
"20432","hsa-miR-5002-5p","MIMAT0021023","Homo sapiens","miR-5002-5p"
"20433","hsa-miR-5002-3p","MIMAT0021024","Homo sapiens","miR-5002-3p"
"20434","hsa-miR-5003-5p","MIMAT0021025","Homo sapiens","miR-5003-5p"
"20435","hsa-miR-5003-3p","MIMAT0021026","Homo sapiens","miR-5003-3p"
"20436","hsa-miR-5004-5p","MIMAT0021027","Homo sapiens","miR-5004-5p"
"20437","hsa-miR-5004-3p","MIMAT0021028","Homo sapiens","miR-5004-3p"
"20438","hsa-miR-548ao-5p","MIMAT0021029","Homo sapiens","miR-548ao-5p"
"20439","hsa-miR-548ao-3p","MIMAT0021030","Homo sapiens","miR-548ao-3p"
"20440","hsa-miR-5006-5p","MIMAT0021033","Homo sapiens","miR-5006-5p"
"20441","hsa-miR-5006-3p","MIMAT0021034","Homo sapiens","miR-5006-3p"
"20442","hsa-miR-5007-5p","MIMAT0021035","Homo sapiens","miR-5007-5p"
"20443","hsa-miR-5007-3p","MIMAT0021036","Homo sapiens","miR-5007-3p"
"20444","hsa-miR-548ap-5p","MIMAT0021037","Homo sapiens","miR-548ap-5p"
"20445","hsa-miR-548ap-3p","MIMAT0021038","Homo sapiens","miR-548ap-3p"
"20446","hsa-miR-5008-5p","MIMAT0021039","Homo sapiens","miR-5008-5p"
"20447","hsa-miR-5008-3p","MIMAT0021040","Homo sapiens","miR-5008-3p"
"20448","hsa-miR-5009-5p","MIMAT0021041","Homo sapiens","miR-5009-5p"
"20449","hsa-miR-5009-3p","MIMAT0021042","Homo sapiens","miR-5009-3p"
"20450","hsa-miR-5010-5p","MIMAT0021043","Homo sapiens","miR-5010-5p"
"20451","hsa-miR-5010-3p","MIMAT0021044","Homo sapiens","miR-5010-3p"
"20452","hsa-miR-5011-5p","MIMAT0021045","Homo sapiens","miR-5011-5p"
"20453","hsa-miR-5011-3p","MIMAT0021046","Homo sapiens","miR-5011-3p"
"20515","hsa-miR-5047","MIMAT0020541","Homo sapiens","miR-5047"
"20560","hsa-miR-5087","MIMAT0021079","Homo sapiens","miR-5087"
"20561","hsa-miR-5088-5p","MIMAT0021080","Homo sapiens","miR-5088-5p"
"20562","hsa-miR-5088-3p","MIMAT0027041","Homo sapiens","miR-5088-3p"
"20563","hsa-miR-5089-5p","MIMAT0021081","Homo sapiens","miR-5089-5p"
"20564","hsa-miR-5089-3p","MIMAT0022984","Homo sapiens","miR-5089-3p"
"20565","hsa-miR-5090","MIMAT0021082","Homo sapiens","miR-5090"
"20566","hsa-miR-5091","MIMAT0021083","Homo sapiens","miR-5091"
"20567","hsa-miR-5092","MIMAT0021084","Homo sapiens","miR-5092"
"20568","hsa-miR-5093","MIMAT0021085","Homo sapiens","miR-5093"
"20569","hsa-miR-5094","MIMAT0021086","Homo sapiens","miR-5094"
"20584","hsa-miR-5095","MIMAT0020600","Homo sapiens","miR-5095"
"20585","hsa-miR-1273f","MIMAT0020601","Homo sapiens","miR-1273f"
"20586","hsa-miR-1273g-5p","MIMAT0020602","Homo sapiens","miR-1273g-5p"
"20587","hsa-miR-1273g-3p","MIMAT0022742","Homo sapiens","miR-1273g-3p"
"20588","hsa-miR-5096","MIMAT0020603","Homo sapiens","miR-5096"
"20800","hsa-miR-5186","MIMAT0021116","Homo sapiens","miR-5186"
"20801","hsa-miR-5187-5p","MIMAT0021117","Homo sapiens","miR-5187-5p"
"20802","hsa-miR-5187-3p","MIMAT0021118","Homo sapiens","miR-5187-3p"
"20803","hsa-miR-5188","MIMAT0021119","Homo sapiens","miR-5188"
"20804","hsa-miR-5189-5p","MIMAT0021120","Homo sapiens","miR-5189-5p"
"20805","hsa-miR-5189-3p","MIMAT0027088","Homo sapiens","miR-5189-3p"
"20806","hsa-miR-5190","MIMAT0021121","Homo sapiens","miR-5190"
"20807","hsa-miR-5191","MIMAT0021122","Homo sapiens","miR-5191"
"20808","hsa-miR-5192","MIMAT0021123","Homo sapiens","miR-5192"
"20809","hsa-miR-5193","MIMAT0021124","Homo sapiens","miR-5193"
"20810","hsa-miR-5194","MIMAT0021125","Homo sapiens","miR-5194"
"20811","hsa-miR-5195-5p","MIMAT0021126","Homo sapiens","miR-5195-5p"
"20812","hsa-miR-5195-3p","MIMAT0021127","Homo sapiens","miR-5195-3p"
"20813","hsa-miR-5196-5p","MIMAT0021128","Homo sapiens","miR-5196-5p"
"20814","hsa-miR-5196-3p","MIMAT0021129","Homo sapiens","miR-5196-3p"
"20815","hsa-miR-5197-5p","MIMAT0021130","Homo sapiens","miR-5197-5p"
"20816","hsa-miR-5197-3p","MIMAT0021131","Homo sapiens","miR-5197-3p"
"22020","hsa-miR-4524b-5p","MIMAT0022255","Homo sapiens","miR-4524b-5p"
"22021","hsa-miR-4524b-3p","MIMAT0022256","Homo sapiens","miR-4524b-3p"
"22022","hsa-miR-5571-5p","MIMAT0022257","Homo sapiens","miR-5571-5p"
"22023","hsa-miR-5571-3p","MIMAT0022258","Homo sapiens","miR-5571-3p"
"22024","hsa-miR-5100","MIMAT0022259","Homo sapiens","miR-5100"
"22025","hsa-miR-5572","MIMAT0022260","Homo sapiens","miR-5572"
"22041","hsa-miR-548aq-5p","MIMAT0022263","Homo sapiens","miR-548aq-5p"
"22042","hsa-miR-548aq-3p","MIMAT0022264","Homo sapiens","miR-548aq-3p"
"22043","hsa-miR-548ar-5p","MIMAT0022265","Homo sapiens","miR-548ar-5p"
"22044","hsa-miR-548ar-3p","MIMAT0022266","Homo sapiens","miR-548ar-3p"
"22045","hsa-miR-548as-5p","MIMAT0022267","Homo sapiens","miR-548as-5p"
"22046","hsa-miR-548as-3p","MIMAT0022268","Homo sapiens","miR-548as-3p"
"22047","hsa-miR-5579-5p","MIMAT0022269","Homo sapiens","miR-5579-5p"
"22048","hsa-miR-5579-3p","MIMAT0022270","Homo sapiens","miR-5579-3p"
"22049","hsa-miR-664b-5p","MIMAT0022271","Homo sapiens","miR-664b-5p"
"22050","hsa-miR-664b-3p","MIMAT0022272","Homo sapiens","miR-664b-3p"
"22051","hsa-miR-5580-5p","MIMAT0022273","Homo sapiens","miR-5580-5p"
"22052","hsa-miR-5580-3p","MIMAT0022274","Homo sapiens","miR-5580-3p"
"22053","hsa-miR-5581-5p","MIMAT0022275","Homo sapiens","miR-5581-5p"
"22054","hsa-miR-5581-3p","MIMAT0022276","Homo sapiens","miR-5581-3p"
"22055","hsa-miR-548at-5p","MIMAT0022277","Homo sapiens","miR-548at-5p"
"22056","hsa-miR-548at-3p","MIMAT0022278","Homo sapiens","miR-548at-3p"
"22057","hsa-miR-5582-5p","MIMAT0022279","Homo sapiens","miR-5582-5p"
"22058","hsa-miR-5582-3p","MIMAT0022280","Homo sapiens","miR-5582-3p"
"22059","hsa-miR-5583-5p","MIMAT0022281","Homo sapiens","miR-5583-5p"
"22060","hsa-miR-5583-3p","MIMAT0022282","Homo sapiens","miR-5583-3p"
"22061","hsa-miR-5584-5p","MIMAT0022283","Homo sapiens","miR-5584-5p"
"22062","hsa-miR-5584-3p","MIMAT0022284","Homo sapiens","miR-5584-3p"
"22063","hsa-miR-5585-5p","MIMAT0022285","Homo sapiens","miR-5585-5p"
"22064","hsa-miR-5585-3p","MIMAT0022286","Homo sapiens","miR-5585-3p"
"22065","hsa-miR-5586-5p","MIMAT0022287","Homo sapiens","miR-5586-5p"
"22066","hsa-miR-5586-3p","MIMAT0022288","Homo sapiens","miR-5586-3p"
"22067","hsa-miR-5587-5p","MIMAT0022289","Homo sapiens","miR-5587-5p"
"22068","hsa-miR-5587-3p","MIMAT0022290","Homo sapiens","miR-5587-3p"
"22069","hsa-miR-548au-5p","MIMAT0022291","Homo sapiens","miR-548au-5p"
"22070","hsa-miR-548au-3p","MIMAT0022292","Homo sapiens","miR-548au-3p"
"22071","hsa-miR-1295b-5p","MIMAT0022293","Homo sapiens","miR-1295b-5p"
"22072","hsa-miR-1295b-3p","MIMAT0022294","Homo sapiens","miR-1295b-3p"
"22073","hsa-miR-5588-5p","MIMAT0022295","Homo sapiens","miR-5588-5p"
"22074","hsa-miR-5588-3p","MIMAT0022296","Homo sapiens","miR-5588-3p"
"22075","hsa-miR-5589-5p","MIMAT0022297","Homo sapiens","miR-5589-5p"
"22076","hsa-miR-5589-3p","MIMAT0022298","Homo sapiens","miR-5589-3p"
"22077","hsa-miR-5590-5p","MIMAT0022299","Homo sapiens","miR-5590-5p"
"22078","hsa-miR-5590-3p","MIMAT0022300","Homo sapiens","miR-5590-3p"
"22079","hsa-miR-5591-5p","MIMAT0022301","Homo sapiens","miR-5591-5p"
"22080","hsa-miR-5591-3p","MIMAT0022302","Homo sapiens","miR-5591-3p"
"22081","hsa-miR-548av-5p","MIMAT0022303","Homo sapiens","miR-548av-5p"
"22082","hsa-miR-548av-3p","MIMAT0022304","Homo sapiens","miR-548av-3p"
"22254","hsa-miR-5680","MIMAT0022468","Homo sapiens","miR-5680"
"22255","hsa-miR-5681a","MIMAT0022469","Homo sapiens","miR-5681a"
"22256","hsa-miR-5682","MIMAT0022470","Homo sapiens","miR-5682"
"22257","hsa-miR-548aw","MIMAT0022471","Homo sapiens","miR-548aw"
"22258","hsa-miR-5683","MIMAT0022472","Homo sapiens","miR-5683"
"22259","hsa-miR-5684","MIMAT0022473","Homo sapiens","miR-5684"
"22260","hsa-miR-548ax","MIMAT0022474","Homo sapiens","miR-548ax"
"22261","hsa-miR-5685","MIMAT0022475","Homo sapiens","miR-5685"
"22262","hsa-miR-5692c","MIMAT0022476","Homo sapiens","miR-5692c"
"22263","hsa-miR-5687","MIMAT0022478","Homo sapiens","miR-5687"
"22264","hsa-miR-5688","MIMAT0022479","Homo sapiens","miR-5688"
"22265","hsa-miR-5681b","MIMAT0022480","Homo sapiens","miR-5681b"
"22266","hsa-miR-5689","MIMAT0022481","Homo sapiens","miR-5689"
"22267","hsa-miR-5690","MIMAT0022482","Homo sapiens","miR-5690"
"22268","hsa-miR-5691","MIMAT0022483","Homo sapiens","miR-5691"
"22269","hsa-miR-5692a","MIMAT0022484","Homo sapiens","miR-5692a"
"22270","hsa-miR-4666b","MIMAT0022485","Homo sapiens","miR-4666b"
"22271","hsa-miR-5693","MIMAT0022486","Homo sapiens","miR-5693"
"22272","hsa-miR-5694","MIMAT0022487","Homo sapiens","miR-5694"
"22273","hsa-miR-5695","MIMAT0022488","Homo sapiens","miR-5695"
"22274","hsa-miR-5696","MIMAT0022489","Homo sapiens","miR-5696"
"22275","hsa-miR-5697","MIMAT0022490","Homo sapiens","miR-5697"
"22276","hsa-miR-5698","MIMAT0022491","Homo sapiens","miR-5698"
"22277","hsa-miR-5699-5p","MIMAT0027103","Homo sapiens","miR-5699-5p"
"22278","hsa-miR-5699-3p","MIMAT0022492","Homo sapiens","miR-5699-3p"
"22279","hsa-miR-5700","MIMAT0022493","Homo sapiens","miR-5700"
"22280","hsa-miR-5701","MIMAT0022494","Homo sapiens","miR-5701"
